datetime,open,high,low,close,volume
1474243200,0.00216098,0.0021742,0.00208987,0.00209314,1020.41499177
1474329600,0.00209089,0.0021031,0.0020384,0.00205931,1641.05336945
1474416000,0.0020593,0.0021246,0.00204192,0.00205009,1702.21847499
1474502400,0.00205009,0.00226966,0.0018851,0.00210366,6589.58977534
1474588800,0.00210002,0.00217066,0.00202387,0.0020597,1541.88771281
1474675200,0.00205859,0.00209,0.00202779,0.00207269,693.85130502
1474761600,0.00207928,0.00208185,0.00199718,0.00201902,926.25115368
1474848000,0.002017,0.0020345,0.00196301,0.00197001,1094.25584032
1474934400,0.00197003,0.002,0.001894,0.00198103,2018.30326048
1475020800,0.0019821,0.00211159,0.00196515,0.00206001,1493.34154866
1475107200,0.00206001,0.00212933,0.00202253,0.00209456,910.07536707
1475193600,0.00209456,0.00212548,0.00204076,0.002054,601.60296556
1475280000,0.00205401,0.00207,0.00188998,0.00194402,2610.79330049
1475366400,0.00194403,0.002,0.00193,0.001951,824.46616704
1475452800,0.0019505,0.00200629,0.001895,0.00195106,1558.17477161
1475539200,0.00195101,0.00196421,0.00189,0.00190121,923.48022558
1475625600,0.0019012,0.00201,0.001891,0.00194,2016.82222753
1475712000,0.00194,0.001948,0.00189,0.00191799,933.27713479
1475798400,0.00191307,0.001934,0.001865,0.00189473,815.02171044
1475884800,0.001895,0.001948,0.00187123,0.00191001,711.57118888
1475971200,0.00191001,0.00192864,0.00189361,0.00189365,306.73749061
1476057600,0.00189365,0.00189895,0.00185,0.00186,869.76750398
1476144000,0.00186,0.0018725,0.00169699,0.001709,1697.4316024
1476230400,0.00171,0.00172689,0.00157977,0.00162637,1873.28653461
1476316800,0.00162356,0.00164559,0.00155,0.001584,943.33370971
1476403200,0.00158485,0.00159082,0.00153573,0.0015457,646.86038977
1476489600,0.00154569,0.00156171,0.00154,0.00155895,320.28506023
1476576000,0.00155895,0.00192883,0.00154551,0.0018757,2872.14061946
1476662400,0.00187805,0.00188629,0.00166201,0.00167282,2815.3141499
1476748800,0.00167676,0.00168598,0.00159499,0.00165598,1263.07341153
1476835200,0.00165219,0.0016997,0.00162,0.001671,726.56029484
1476921600,0.001671,0.00168498,0.00163001,0.001654,572.58772528
1477008000,0.001654,0.00168961,0.00162011,0.00163197,557.87893912
1477094400,0.0016261,0.00163686,0.00158,0.00159192,699.63032281
1477180800,0.00159193,0.00160999,0.00155111,0.00159003,436.05022683
1477267200,0.00159,0.00162146,0.00157,0.001575,306.47437753
